COD_PRODUTO	DESCRICAO	REFERENCIA	NOME_FORNECEDOR_REGULAR	EAN_PRODUTO_UNITARIO
5008625	CAMISETA MC APL CORACAO STR M PRIN BUF	5	FLORISMAR TEXTIL LTDA	7898528710180
5008711	CAMISA MCAP CORACAO TACHI M JAPO BALONE	6	FLORISMAR TEXTIL LTDA	7898528710210
5008712	CAMISETA MC SILK CUP CAKE A LACO STRASS	1129P	FLORISMAR TEXTIL LTDA	7898528710340
5091840	CAM MC SILK FLAMINGO STRASS SR VER19 1	6229-PP	LIVY MALHAS COMERCIO E CONFECCOES L	7898536770046
5091846	CAM MC SILK FLAMINGO STRASS SR VER19 3	6229-PP	LIVY MALHAS COMERCIO E CONFECCOES L	7898536770053
5031450001	BLUSA ML MM C SILK GATA E APLIQ L, 1, RS	60139A	LATINA CONFECOES LTDA	7898600041935
5031450002	BLUSA ML MM C SILK GATA E APLIQ L, 2, RS	60139B	LATINA CONFECOES LTDA	7898600041942
5031450003	BLUSA ML MM C SILK GATA E APLIQ L, 3, RS	60139C	LATINA CONFECOES LTDA	7898600041959
5091360	WW BLUSA MC GLITTER SILK WW OFF VER19 1	LT 46553	LATINA CONFECOES LTDA	7898600264921
5091362	WW BLUSA MC GLITTER SILK WW OFF VER19 2	LT 46553	LATINA CONFECOES LTDA	7898600264938
5091363	WW BLUSA MC GLITTER SILK WW OFF VER19 3	LT 46553	LATINA CONFECOES LTDA	7898600264945
5091365	WW BLUSA MC GLITTER SILK WW OFF VER19 4	LT 46553	LATINA CONFECOES LTDA	7898600264952
5091368	WW BLUSA MC SILK ESCRITO WW MA VER19 1	LT 46554	LATINA CONFECOES LTDA	7898600264969
5091370	WW BLUSA MC SILK ESCRITO WW MA VER19 2	LT 46554	LATINA CONFECOES LTDA	7898600264976
5091371	WW BLUSA MC SILK ESCRITO WW MA VER19 3	LT 46554	LATINA CONFECOES LTDA	7898600264983
5091372	WW BLUSA MC SILK ESCRITO WW MA VER19 4	LT 46554	LATINA CONFECOES LTDA	7898600264990
5091375	WW BLUSA MC ESCRIT WW ESTRELA BR VER19 1	LT 46555	LATINA CONFECOES LTDA	7898600265003
5091377	WW BLUSA MC ESCRIT WW ESTRELA BR VER19 2	LT 46555	LATINA CONFECOES LTDA	7898600265010
5091379	WW BLUSA MC ESCRIT WW ESTRELA BR VER19 3	LT 46555	LATINA CONFECOES LTDA	7898600265027
5091381	WW BLUSA MC ESCRIT WW ESTRELA BR VER19 4	LT 46555	LATINA CONFECOES LTDA	7898600265034
5091382	WW BLUSA MC WW ABERTUR COSTAS VM VER19 1	LT 46556	LATINA CONFECOES LTDA	7898600265041
5091384	WW BLUSA MC WW ABERTUR COSTAS VM VER19 2	LT 46556	LATINA CONFECOES LTDA	7898600265058
5091386	WW BLUSA MC WW ABERTUR COSTAS VM VER19 3	LT 46556	LATINA CONFECOES LTDA	7898600265065
5091388	WW BLUSA MC WW ABERTUR COSTAS VM VER19 4	LT 46556	LATINA CONFECOES LTDA	7898600265072
5097207	MP BLUSA MC COM RENDA COSTAS BR VER19 1	LT 47697	LATINA CONFECOES LTDA	7898600276665
5097208	MP BLUSA MC COM RENDA COSTAS BR VER19 2	LT 47697	LATINA CONFECOES LTDA	7898600276672
5097209	MP BLUSA MC COM RENDA COSTAS BR VER19 3	LT 47697	LATINA CONFECOES LTDA	7898600276689
5097210	MP BLUSA MC COM RENDA COSTAS BR VER19 4	LT 47697	LATINA CONFECOES LTDA	7898600276696
5097211	MP BATA MC ROTAT DEVORE LAISE BR VER19 1	LT 47704	LATINA CONFECOES LTDA	7898600276825
5097212	MP BATA MC ROTAT DEVORE LAISE BR VER19 2	LT 47704	LATINA CONFECOES LTDA	7898600276832
5097213	MP BATA MC ROTAT DEVORE LAISE BR VER19 3	LT 47704	LATINA CONFECOES LTDA	7898600276849
5097214	MP BATA MC ROTAT DEVORE LAISE BR VER19 4	LT 47704	LATINA CONFECOES LTDA	7898600276856
5097232	DY BLUSA MC ELSA ANNA RENDA OFF VER19 1	LT47741	LATINA CONFECOES LTDA	7898600276863
5097234	DY BLUSA MC ELSA ANNA RENDA OFF VER19 2	LT47741	LATINA CONFECOES LTDA	7898600276870
5097235	DY BLUSA MC ELSA ANNA RENDA OFF VER19 3	LT47741	LATINA CONFECOES LTDA	7898600276887
5097236	DY BLUSA MC ELSA ANNA RENDA OFF VER19 4	LT47741	LATINA CONFECOES LTDA	7898600276894
5097227	DY BLUSA MC ELSA TULE CAPA BR VER19 1	LT47740	LATINA CONFECOES LTDA	7898600276948
5097229	DY BLUSA MC ELSA TULE CAPA BR VER19 2	LT47740	LATINA CONFECOES LTDA	7898600276955
5097230	DY BLUSA MC ELSA TULE CAPA BR VER19 3	LT47740	LATINA CONFECOES LTDA	7898600276962
5097231	DY BLUSA MC ELSA TULE CAPA BR VER19 4	LT47740	LATINA CONFECOES LTDA	7898600276979
5100098	MP BLUSA MC COM BOLSO GLITTER MA INV20 1	LT 48143	LATINA CONFECOES LTDA	7898600277198
5100099	MP BLUSA MC COM BOLSO GLITTER MA INV20 2	LT 48143	LATINA CONFECOES LTDA	7898600277204
5100100	MP BLUSA MC COM BOLSO GLITTER MA INV20 3	LT 48143	LATINA CONFECOES LTDA	7898600277211
5100101	MP BLUSA MC COM BOLSO GLITTER MA INV20 4	LT 48143	LATINA CONFECOES LTDA	7898600277228
5100102	MP BLUSA MC COM BOLSO GLITTER PT INV20 1	LT 48144	LATINA CONFECOES LTDA	7898600277235
5100103	MP BLUSA MC COM BOLSO GLITTER PT INV20 2	LT 48144	LATINA CONFECOES LTDA	7898600277242
5100104	MP BLUSA MC COM BOLSO GLITTER PT INV20 3	LT 48144	LATINA CONFECOES LTDA	7898600277259
5100105	MP BLUSA MC COM BOLSO GLITTER PT INV20 4	LT 48144	LATINA CONFECOES LTDA	7898600277266
5100106	MP BLUSA MC COM BOLSO GLITTER PK INV20 1	LT 48145	LATINA CONFECOES LTDA	7898600277273
5100107	MP BLUSA MC COM BOLSO GLITTER PK INV20 2	LT 48145	LATINA CONFECOES LTDA	7898600277280
5100108	MP BLUSA MC COM BOLSO GLITTER PK INV20 3	LT 48145	LATINA CONFECOES LTDA	7898600277297
5100109	MP BLUSA MC COM BOLSO GLITTER PK INV20 4	LT 48145	LATINA CONFECOES LTDA	7898600277303
5100110	MP BLUSA ML FRANZIDO GLITTER MA INV20 1	LT 48552	LATINA CONFECOES LTDA	7898600277310
5100111	MP BLUSA ML FRANZIDO GLITTER MA INV20 2	LT 48552	LATINA CONFECOES LTDA	7898600277327
5100112	MP BLUSA ML FRANZIDO GLITTER MA INV20 3	LT 48552	LATINA CONFECOES LTDA	7898600277334
5100113	MP BLUSA ML FRANZIDO GLITTER MA INV20 4	LT 48552	LATINA CONFECOES LTDA	7898600277341
5100114	MP BLUSA ML FRANZIDO GLITTER PT INV20 1	LT 48553	LATINA CONFECOES LTDA	7898600277358
5100115	MP BLUSA ML FRANZIDO GLITTER PT INV20 2	LT 48553	LATINA CONFECOES LTDA	7898600277365
5100116	MP BLUSA ML FRANZIDO GLITTER PT INV20 3	LT 48553	LATINA CONFECOES LTDA	7898600277372
5100117	MP BLUSA ML FRANZIDO GLITTER PT INV20 4	LT 48553	LATINA CONFECOES LTDA	7898600277389
5100118	MP BLUSA ML FRANZIDO GLITTER PK INV20 1	LT 48554	LATINA CONFECOES LTDA	7898600277396
5100119	MP BLUSA ML FRANZIDO GLITTER PK INV20 2	LT 48554	LATINA CONFECOES LTDA	7898600277402
5100120	MP BLUSA ML FRANZIDO GLITTER PK INV20 3	LT 48554	LATINA CONFECOES LTDA	7898600277419
5100121	MP BLUSA ML FRANZIDO GLITTER PK INV20 4	LT 48554	LATINA CONFECOES LTDA	7898600277426
5101415	MP BLUSA ML TRANSPASSE GATO OFF INV20 1	LT 48023	LATINA CONFECOES LTDA	7898600277723
5101416	MP BLUSA ML TRANSPASSE GATO OFF INV20 2	LT 48023	LATINA CONFECOES LTDA	7898600277730
5101417	MP BLUSA ML TRANSPASSE GATO OFF INV20 3	LT 48023	LATINA CONFECOES LTDA	7898600277747
5101418	MP BLUSA ML TRANSPASSE GATO OFF INV20 4	LT 48023	LATINA CONFECOES LTDA	7898600277754
5101423	MP BLUSA MC DEGRADE GATINHO OFF INV20 1	LT 48025	LATINA CONFECOES LTDA	7898600277808
5101424	MP BLUSA MC DEGRADE GATINHO OFF INV20 2	LT 48025	LATINA CONFECOES LTDA	7898600277815
5101425	MP BLUSA MC DEGRADE GATINHO OFF INV20 3	LT 48025	LATINA CONFECOES LTDA	7898600277822
5101426	MP BLUSA MC DEGRADE GATINHO OFF INV20 4	LT 48025	LATINA CONFECOES LTDA	7898600277839
5101427	MP BLUSA MC GATINHO CHICLETE OFF INV20 1	LT 48026	LATINA CONFECOES LTDA	7898600277846
5101428	MP BLUSA MC GATINHO CHICLETE OFF INV20 2	LT 48026	LATINA CONFECOES LTDA	7898600277853
5101429	MP BLUSA MC GATINHO CHICLETE OFF INV20 3	LT 48026	LATINA CONFECOES LTDA	7898600277860
5101430	MP BLUSA MC GATINHO CHICLETE OFF INV20 4	LT 48026	LATINA CONFECOES LTDA	7898600277877
5100630	MP BLUSA ML RAGLAN GATO POMPM MC INV20 1	501386	BEM VESTIR MODAS LTDA	7899249601467
5100631	MP BLUSA ML RAGLAN GATO POMPM MC INV20 2	501386	BEM VESTIR MODAS LTDA	7899249601474
5100632	MP BLUSA ML RAGLAN GATO POMPM MC INV20 3	501386	BEM VESTIR MODAS LTDA	7899249601481
5100633	MP BLUSA ML RAGLAN GATO POMPM MC INV20 4	501386	BEM VESTIR MODAS LTDA	7899249601498
5103068	MP BLUSA MC MESA RAPOSA FLOR MA INV20 1	501488	BEM VESTIR MODAS LTDA	7899249605823
5103069	MP BLUSA MC MESA RAPOSA FLOR MA INV20 2	501488	BEM VESTIR MODAS LTDA	7899249605830
5103070	MP BLUSA MC MESA RAPOSA FLOR MA INV20 3	501488	BEM VESTIR MODAS LTDA	7899249605847
5103071	MP BLUSA MC MESA RAPOSA FLOR MA INV20 4	501488	BEM VESTIR MODAS LTDA	7899249605854
5103052	MP BLUSA MC MESA GATA FLORES MC INV20 1	501486	BEM VESTIR MODAS LTDA	7899249605915
5103053	MP BLUSA MC MESA GATA FLORES MC INV20 2	501486	BEM VESTIR MODAS LTDA	7899249605922
5103054	MP BLUSA MC MESA GATA FLORES MC INV20 3	501486	BEM VESTIR MODAS LTDA	7899249605939
5103055	MP BLUSA MC MESA GATA FLORES MC INV20 4	501486	BEM VESTIR MODAS LTDA	7899249605946
5103056	MP BLUSA MC MESA CAMP DAY MA INV20 1	501484	BEM VESTIR MODAS LTDA	7899249606004
5103057	MP BLUSA MC MESA CAMP DAY MA INV20 2	501484	BEM VESTIR MODAS LTDA	7899249606011
5103058	MP BLUSA MC MESA CAMP DAY MA INV20 3	501484	BEM VESTIR MODAS LTDA	7899249606028
5103059	MP BLUSA MC MESA CAMP DAY MA INV20 4	501484	BEM VESTIR MODAS LTDA	7899249606035
5103064	MP BLUSA MC MESA FULL RAPOSAS RS INV20 1	501485	BEM VESTIR MODAS LTDA	7899249607452
5103065	MP BLUSA MC MESA FULL RAPOSAS RS INV20 2	501485	BEM VESTIR MODAS LTDA	7899249607469
5103066	MP BLUSA MC MESA FULL RAPOSAS RS INV20 3	501485	BEM VESTIR MODAS LTDA	7899249607476
5103067	MP BLUSA MC MESA FULL RAPOSAS RS INV20 4	501485	BEM VESTIR MODAS LTDA	7899249607483
5103060	MP BLUSA MC MESA GATA LACINHO PT INV20 1	501487	BEM VESTIR MODAS LTDA	7899249607544
5103061	MP BLUSA MC MESA GATA LACINHO PT INV20 2	501487	BEM VESTIR MODAS LTDA	7899249607551
5103062	MP BLUSA MC MESA GATA LACINHO PT INV20 3	501487	BEM VESTIR MODAS LTDA	7899249607568
5103063	MP BLUSA MC MESA GATA LACINHO PT INV20 4	501487	BEM VESTIR MODAS LTDA	7899249607575
5103076	MP BLUSA MC MESA ONCA CORACAO PK INV20 1	501489	BEM VESTIR MODAS LTDA	7899249607636
5103077	MP BLUSA MC MESA ONCA CORACAO PK INV20 2	501489	BEM VESTIR MODAS LTDA	7899249607643
5103078	MP BLUSA MC MESA ONCA CORACAO PK INV20 3	501489	BEM VESTIR MODAS LTDA	7899249607650
5103079	MP BLUSA MC MESA ONCA CORACAO PK INV20 4	501489	BEM VESTIR MODAS LTDA	7899249607667
5103080	MP BLUSA ML MESA ONCA CORACAO PK INV20 1	501496	BEM VESTIR MODAS LTDA	7899249607728
5103081	MP BLUSA ML MESA ONCA CORACAO PK INV20 2	501496	BEM VESTIR MODAS LTDA	7899249607735
5103082	MP BLUSA ML MESA ONCA CORACAO PK INV20 3	501496	BEM VESTIR MODAS LTDA	7899249607742
5103083	MP BLUSA ML MESA ONCA CORACAO PK INV20 4	501496	BEM VESTIR MODAS LTDA	7899249607759
5103072	MP BLUSA ML MESA RAPOSA FLOR MA INV20 1	501495	BEM VESTIR MODAS LTDA	7899249607810
5103073	MP BLUSA ML MESA RAPOSA FLOR MA INV20 2	501495	BEM VESTIR MODAS LTDA	7899249607827
5103074	MP BLUSA ML MESA RAPOSA FLOR MA INV20 3	501495	BEM VESTIR MODAS LTDA	7899249607834
5103075	MP BLUSA ML MESA RAPOSA FLOR MA INV20 4	501495	BEM VESTIR MODAS LTDA	7899249607841
5105521	MP BLUSA MC COELHINHOS MC VER20 1	501510	BEM VESTIR MODAS LTDA	7899249620444
5105522	MP BLUSA MC COELHINHOS MC VER20 2	501510	BEM VESTIR MODAS LTDA	7899249620451
5105523	MP BLUSA MC COELHINHOS MC VER20 3	501510	BEM VESTIR MODAS LTDA	7899249620468
5105524	MP BLUSA MC COELHINHOS MC VER20 4	501510	BEM VESTIR MODAS LTDA	7899249620475
5105525	MP BLUSA MC POLAROID OFF VER20 1	501511	BEM VESTIR MODAS LTDA	7899249620529
5105526	MP BLUSA MC POLAROID OFF VER20 2	501511	BEM VESTIR MODAS LTDA	7899249620536
5105527	MP BLUSA MC POLAROID OFF VER20 3	501511	BEM VESTIR MODAS LTDA	7899249620543
5105528	MP BLUSA MC POLAROID OFF VER20 4	501511	BEM VESTIR MODAS LTDA	7899249620550
5105529	MP BLUSA MC CAMERA PESCOCO MC VER20 1	501512	BEM VESTIR MODAS LTDA	7899249620864
5105530	MP BLUSA MC CAMERA PESCOCO MC VER20 2	501512	BEM VESTIR MODAS LTDA	7899249620871
5105531	MP BLUSA MC CAMERA PESCOCO MC VER20 3	501512	BEM VESTIR MODAS LTDA	7899249620888
5105532	MP BLUSA MC CAMERA PESCOCO MC VER20 4	501512	BEM VESTIR MODAS LTDA	7899249620895
5105533	MP BLUSA MC BICHINHOS LISTRAS BR VER20 1	501513	BEM VESTIR MODAS LTDA	7899249621137
5105534	MP BLUSA MC BICHINHOS LISTRAS BR VER20 2	501513	BEM VESTIR MODAS LTDA	7899249621144
5105535	MP BLUSA MC BICHINHOS LISTRAS BR VER20 3	501513	BEM VESTIR MODAS LTDA	7899249621151
5105536	MP BLUSA MC BICHINHOS LISTRAS BR VER20 4	501513	BEM VESTIR MODAS LTDA	7899249621168
5105537	MP BLUSA MC LIST MENINA FOTOG RS VER20 1	501514	BEM VESTIR MODAS LTDA	7899249621212
5105538	MP BLUSA MC LIST MENINA FOTOG RS VER20 2	501514	BEM VESTIR MODAS LTDA	7899249621229
5105539	MP BLUSA MC LIST MENINA FOTOG RS VER20 3	501514	BEM VESTIR MODAS LTDA	7899249621236
5105540	MP BLUSA MC LIST MENINA FOTOG RS VER20 4	501514	BEM VESTIR MODAS LTDA	7899249621243
5105601	MP REG BOLSO CACHORRO BALOES BR VER20 1	501545	BEM VESTIR MODAS LTDA	7899249623193
5105602	MP REG BOLSO CACHORRO BALOES BR VER20 2	501545	BEM VESTIR MODAS LTDA	7899249623209
5105603	MP REG BOLSO CACHORRO BALOES BR VER20 3	501545	BEM VESTIR MODAS LTDA	7899249623216
5105604	MP REG BOLSO CACHORRO BALOES BR VER20 4	501545	BEM VESTIR MODAS LTDA	7899249623223
5105585	MP CAM MC CACHORRO MELHOR AMI MC VER20 1	501497	BEM VESTIR MODAS LTDA	7899249623353
5105586	MP CAM MC CACHORRO MELHOR AMI MC VER20 2	501497	BEM VESTIR MODAS LTDA	7899249623360
5105587	MP CAM MC CACHORRO MELHOR AMI MC VER20 3	501497	BEM VESTIR MODAS LTDA	7899249623377
5105588	MP CAM MC CACHORRO MELHOR AMI MC VER20 4	501497	BEM VESTIR MODAS LTDA	7899249623384
5105597	MP CAM MC LIST CACHORRO FLOR RS VER20 1	501498	BEM VESTIR MODAS LTDA	7899249623438
5105598	MP CAM MC LIST CACHORRO FLOR RS VER20 2	501498	BEM VESTIR MODAS LTDA	7899249623445
5105599	MP CAM MC LIST CACHORRO FLOR RS VER20 3	501498	BEM VESTIR MODAS LTDA	7899249623452
5105600	MP CAM MC LIST CACHORRO FLOR RS VER20 4	501498	BEM VESTIR MODAS LTDA	7899249623469
5105589	MP CAM MC CACHORRINHOS AU AU RS VER20 1	501499	BEM VESTIR MODAS LTDA	7899249623889
5105590	MP CAM MC CACHORRINHOS AU AU RS VER20 2	501499	BEM VESTIR MODAS LTDA	7899249623896
5105591	MP CAM MC CACHORRINHOS AU AU RS VER20 3	501499	BEM VESTIR MODAS LTDA	7899249623902
5105592	MP CAM MC CACHORRINHOS AU AU RS VER20 4	501499	BEM VESTIR MODAS LTDA	7899249623919
5105593	MP CAM MC LIST CACHORRO AMIGO PK VER20 1	501500	BEM VESTIR MODAS LTDA	7899249623988
5105594	MP CAM MC LIST CACHORRO AMIGO PK VER20 2	501500	BEM VESTIR MODAS LTDA	7899249623995
5105595	MP CAM MC LIST CACHORRO AMIGO PK VER20 3	501500	BEM VESTIR MODAS LTDA	7899249624008
5105596	MP CAM MC LIST CACHORRO AMIGO PK VER20 4	501500	BEM VESTIR MODAS LTDA	7899249624015
5105641	DY BLUSA MC COM TULE PRINCESA RS VER20 1	501551	BEM VESTIR MODAS LTDA	7899249624596
5105642	DY BLUSA MC COM TULE PRINCESA RS VER20 2	501551	BEM VESTIR MODAS LTDA	7899249624602
5105643	DY BLUSA MC COM TULE PRINCESA RS VER20 3	501551	BEM VESTIR MODAS LTDA	7899249624619
5105644	DY BLUSA MC COM TULE PRINCESA RS VER20 4	501551	BEM VESTIR MODAS LTDA	7899249624626
5105653	DY BLUSA MC SILK PRINCESAS BR VER20 1	501554	BEM VESTIR MODAS LTDA	7899249624794
5105654	DY BLUSA MC SILK PRINCESAS BR VER20 2	501554	BEM VESTIR MODAS LTDA	7899249624800
5105655	DY BLUSA MC SILK PRINCESAS BR VER20 3	501554	BEM VESTIR MODAS LTDA	7899249624817
5105656	DY BLUSA MC SILK PRINCESAS BR VER20 4	501554	BEM VESTIR MODAS LTDA	7899249624824
5107681	BLUSA MC LIST EST ARC IRIS ROS INV21 1	501541	BEM VESTIR MODAS LTDA	7899249629157
5107682	BLUSA MC LIST EST ARC IRIS ROS INV21 2	501541	BEM VESTIR MODAS LTDA	7899249629164
5107683	BLUSA MC LIST EST ARC IRIS ROS INV21 3	501541	BEM VESTIR MODAS LTDA	7899249629171
5107684	BLUSA MC LIST EST ARC IRIS ROS INV21 4	501541	BEM VESTIR MODAS LTDA	7899249629188
5107689	BLUSA MC SILK UNICORNIO MA INV21 1	501559	BEM VESTIR MODAS LTDA	7899249629249
5107690	BLUSA MC SILK UNICORNIO MA INV21 2	501559	BEM VESTIR MODAS LTDA	7899249629256
5107691	BLUSA MC SILK UNICORNIO MA INV21 3	501559	BEM VESTIR MODAS LTDA	7899249629263
5107692	BLUSA MC SILK UNICORNIO MA INV21 4	501559	BEM VESTIR MODAS LTDA	7899249629270
5107697	BLUSA MC ESTAMPA ESTRELAS ROS INV21 1	501543	BEM VESTIR MODAS LTDA	7899249629331
5107698	BLUSA MC ESTAMPA ESTRELAS ROS INV21 2	501543	BEM VESTIR MODAS LTDA	7899249629348
5107699	BLUSA MC ESTAMPA ESTRELAS ROS INV21 3	501543	BEM VESTIR MODAS LTDA	7899249629355
5107700	BLUSA MC ESTAMPA ESTRELAS ROS INV21 4	501543	BEM VESTIR MODAS LTDA	7899249629362
5107693	BLUSA MC ESTAMPA PANDINHAS BEG INV21 1	501540	BEM VESTIR MODAS LTDA	7899249629447
5107694	BLUSA MC ESTAMPA PANDINHAS BEG INV21 2	501540	BEM VESTIR MODAS LTDA	7899249629454
5107695	BLUSA MC ESTAMPA PANDINHAS BEG INV21 3	501540	BEM VESTIR MODAS LTDA	7899249629461
5107696	BLUSA MC ESTAMPA PANDINHAS BEG INV21 4	501540	BEM VESTIR MODAS LTDA	7899249629478
5107685	BLUSA MC SILK SUPER GAROTA MSC INV21 1	501542	BEM VESTIR MODAS LTDA	7899249629546
5107686	BLUSA MC SILK SUPER GAROTA MSC INV21 2	501542	BEM VESTIR MODAS LTDA	7899249629553
5107687	BLUSA MC SILK SUPER GAROTA MSC INV21 3	501542	BEM VESTIR MODAS LTDA	7899249629560
5107688	BLUSA MC SILK SUPER GAROTA MSC INV21 4	501542	BEM VESTIR MODAS LTDA	7899249629584
5114739	BLUSA MC MENINA TOUR MUNDO 1 BEGE VER22	50064	BEM VESTIR MODAS LTDA	7899249635981
5114740	BLUSA MC MENINA TOUR MUNDO 2 BEGE VER22	50064	BEM VESTIR MODAS LTDA	7899249635998
5114741	BLUSA MC MENINA TOUR MUNDO 3 BEGE VER22	50064	BEM VESTIR MODAS LTDA	7899249636001
5114742	BLUSA MC MENINA TOUR MUNDO 4 BEGE VER22	50064	BEM VESTIR MODAS LTDA	7899249636018
5114731	BLUSA MC CACHORRINHA OCULOS 1 ROS VER22	50062	BEM VESTIR MODAS LTDA	7899249636025
5114732	BLUSA MC CACHORRINHA OCULOS 2 ROS VER22	50062	BEM VESTIR MODAS LTDA	7899249636032
5114733	BLUSA MC CACHORRINHA OCULOS 3 ROS VER22	50062	BEM VESTIR MODAS LTDA	7899249636049
5114734	BLUSA MC CACHORRINHA OCULOS 4 ROS VER22	50062	BEM VESTIR MODAS LTDA	7899249636056
5114735	BLUSA MC GATINHOS LATERAIS 1 AZL VER22	50063	BEM VESTIR MODAS LTDA	7899249636063
5114736	BLUSA MC GATINHOS LATERAIS 2 AZL VER22	50063	BEM VESTIR MODAS LTDA	7899249636070
5114737	BLUSA MC GATINHOS LATERAIS 3 AZL VER22	50063	BEM VESTIR MODAS LTDA	7899249636087
5114738	BLUSA MC GATINHOS LATERAIS 4 AZL VER22	50063	BEM VESTIR MODAS LTDA	7899249636094
5114747	BLUSA MC GATINHO ASTRONAUTA 1 MA VER22	50070	BEM VESTIR MODAS LTDA	7899249636261
5114748	BLUSA MC GATINHO ASTRONAUTA 2 MA VER22	50070	BEM VESTIR MODAS LTDA	7899249636278
5114749	BLUSA MC GATINHO ASTRONAUTA 3 MA VER22	50070	BEM VESTIR MODAS LTDA	7899249636285
5114750	BLUSA MC GATINHO ASTRONAUTA 4 MA VER22	50070	BEM VESTIR MODAS LTDA	7899249636292
5114743	BLUSA MC MENINA E CACHORRO 1 BEGE VER22	50065	BEM VESTIR MODAS LTDA	7899249636308
5114744	BLUSA MC MENINA E CACHORRO 2 BEGE VER22	50065	BEM VESTIR MODAS LTDA	7899249636315
5114745	BLUSA MC MENINA E CACHORRO 3 BEGE VER22	50065	BEM VESTIR MODAS LTDA	7899249636322
5114746	BLUSA MC MENINA E CACHORRO 4 BEGE VER22	50065	BEM VESTIR MODAS LTDA	7899249636339
5082601	DY BLUSA MC MINNIE BANDANA BR 1 INV19	501152	BEM VESTIR MODAS LTDA	7899249653381
5082603	DY BLUSA MC MINNIE BANDANA BR 2 INV19	501152	BEM VESTIR MODAS LTDA	7899249653398
5082605	DY BLUSA MC MINNIE BANDANA BR 3 INV19	501152	BEM VESTIR MODAS LTDA	7899249653404
5082607	DY BLUSA MC MINNIE BANDANA BR 4 INV19	501152	BEM VESTIR MODAS LTDA	7899249653411
5082628	MP BLUSA ML GLITTER COM BOLSO PT 1 INV19	501159	BEM VESTIR MODAS LTDA	7899249653473
5082630	MP BLUSA ML GLITTER COM BOLSO PT 2 INV19	501159	BEM VESTIR MODAS LTDA	7899249653480
5082631	MP BLUSA ML GLITTER COM BOLSO PT 3 INV19	501159	BEM VESTIR MODAS LTDA	7899249653497
5082634	MP BLUSA ML GLITTER COM BOLSO PT 4 INV19	501159	BEM VESTIR MODAS LTDA	7899249653503
5082609	DY BLUSA MC LISTRADA MINNIE BR 1 INV19	501153	BEM VESTIR MODAS LTDA	7899249654289
5082611	DY BLUSA MC LISTRADA MINNIE BR 2 INV19	501153	BEM VESTIR MODAS LTDA	7899249654296
5082613	DY BLUSA MC LISTRADA MINNIE BR 3 INV19	501153	BEM VESTIR MODAS LTDA	7899249654302
5082615	DY BLUSA MC LISTRADA MINNIE BR 4 INV19	501153	BEM VESTIR MODAS LTDA	7899249654319
5082616	DY BLUSA ML MINNIE LOVE PT 1 INV19	501154	BEM VESTIR MODAS LTDA	7899249654821
5082617	DY BLUSA ML MINNIE LOVE PT 2 INV19	501154	BEM VESTIR MODAS LTDA	7899249654838
5082618	DY BLUSA ML MINNIE LOVE PT 3 INV19	501154	BEM VESTIR MODAS LTDA	7899249654845
5082619	DY BLUSA ML MINNIE LOVE PT 4 INV19	501154	BEM VESTIR MODAS LTDA	7899249654852
5082576	MP BLUSA MC BOLSO E GLITTER 1 RS INV19	501189	BEM VESTIR MODAS LTDA	7899249657624
5082578	MP BLUSA MC BOLSO E GLITTER 2 RS INV19	501189	BEM VESTIR MODAS LTDA	7899249657631
5082579	MP BLUSA MC BOLSO E GLITTER 3 RS INV19	501189	BEM VESTIR MODAS LTDA	7899249657648
5082580	MP BLUSA MC BOLSO E GLITTER 4 RS INV19	501189	BEM VESTIR MODAS LTDA	7899249657655
5086552	TS BLUSA MC BABA BLOCOS PERS MC INV19 1	501207	BEM VESTIR MODAS LTDA	7899249659307
5086554	TS BLUSA MC BABA BLOCOS PERS MC INV19 2	501207	BEM VESTIR MODAS LTDA	7899249659314
5086556	TS BLUSA MC BABA BLOCOS PERS MC INV19 3	501207	BEM VESTIR MODAS LTDA	7899249659321
5086558	TS BLUSA MC BABA BLOCOS PERS MC INV19 4	501207	BEM VESTIR MODAS LTDA	7899249659338
5086565	TS BLUSA MC REX FRENTE ESTAM BR INV19 1	501208	BEM VESTIR MODAS LTDA	7899249659390
5086566	TS BLUSA MC REX FRENTE ESTAM BR INV19 2	501208	BEM VESTIR MODAS LTDA	7899249659406
5086567	TS BLUSA MC REX FRENTE ESTAM BR INV19 3	501208	BEM VESTIR MODAS LTDA	7899249659413
5086568	TS BLUSA MC REX FRENTE ESTAM BR INV19 4	501208	BEM VESTIR MODAS LTDA	7899249659420
5086560	TS BLUSA MC JESSY E PERS GLIT BR INV19 1	501209	BEM VESTIR MODAS LTDA	7899249659482
5086561	TS BLUSA MC JESSY E PERS GLIT BR INV19 2	501209	BEM VESTIR MODAS LTDA	7899249659499
5086562	TS BLUSA MC JESSY E PERS GLIT BR INV19 3	501209	BEM VESTIR MODAS LTDA	7899249659505
5086563	TS BLUSA MC JESSY E PERS GLIT BR INV19 4	501209	BEM VESTIR MODAS LTDA	7899249659512
5088508	MP REG LISTR DUPLO BARRA LACI BR INV19 1	501224	BEM VESTIR MODAS LTDA	7899249662307
5088509	MP REG LISTR DUPLO BARRA LACI BR INV19 2	501224	BEM VESTIR MODAS LTDA	7899249662314
5088510	MP REG LISTR DUPLO BARRA LACI BR INV19 3	501224	BEM VESTIR MODAS LTDA	7899249662321
5088511	MP REG LISTR DUPLO BARRA LACI BR INV19 4	501224	BEM VESTIR MODAS LTDA	7899249662338
